"Company Name","Funding Amount","Funding Date","Funding Type","Website","Industries","Location","Rank","Description","LinkedIn Status","Update People Search (Find people Table) - 2026-02-04T15:07:37.739Z","xAI / Get Website and LinkedIn URL","xAI / Website","xAI / LinkedIn URL","xAI / Qualify Company","xAI / Qualification Status"
"StreetMetrics","$2,000,000","Apr 7, 2025","Seed","streetmetrics.com/","Advertising, Mobile, Ride Sharing, SaaS, Software, Transportation","Birmingham, Alabama, United States",40152,"StreetMetrics is a SaaS platform, focused on creating measurement & attribution software for the Moving Out-Of-Home advertising industry.","View on LinkedIn\",,"Response","https://streetmetrics.com","https://linkedin.com/company/28156750","Response","Qualified"
"Nephrolytics","$2,500,000","Jun 25, 2025","Seed","nephrolytics.ai/","Artificial Intelligence (AI), Health Care","Idaho Falls, Idaho, United States",40200,"Nephrolytics is an AI-powered clinical intelligence platform purpose-built for nephrology.","View on LinkedIn\",,"Response","https://nephrolytics.ai","https://linkedin.com/company/nephrolytics","Response","Qualified"
"Nestimate","$3,000,000","Aug 29, 2025","Seed","www.mynestimate.com","Financial Services, Information Services, Retirement","Lincoln, Nebraska, United States",40428,"Nestimate is an analytics platform that provides retirement income services.","View on LinkedIn\",,"Response","https://mynestimate.com","https://www.linkedin.com/company/nestimate","Response","Qualified"
"Terial","$3,024,999","Mar 24, 2025","Seed","www.terial.com/","Construction, SaaS, Software","New York, New York, United States",40455,"Terial is a SaaS company that offers a software for commercial roofing contractors to automate business operations.","View on LinkedIn\",,"Response","https://www.terial.com","https://www.linkedin.com/company/terial-inc","Response","Qualified"
"PinPoint Analytics","$2,000,000","Sep 16, 2025","Seed","www.pinpointanalytics.ai","Analytics, Construction, Machine Learning","Manalapan, New Jersey, United States",40645,"PinPoint Analytics is an AI-powered construction analytics platform helping local municipalities and GCs estimate construction projects","View on LinkedIn\",,"Response","https://pinpointanalytics.ai","https://www.linkedin.com/company/pinpoint-analytics","Response","Qualified"
"Domos","$3,300,000","Apr 28, 2025","Seed","www.joindomos.com/","Artificial Intelligence (AI), Property Management, Real Estate","New York, New York, United States",40680,"Domos provides AI assistants for property management, to streamline operations and improve residents satisfaction","View on LinkedIn\",,"Response","https://joindomos.com","https://www.linkedin.com/company/joindomos","Response","Qualified"
"Fastn","$2,600,000","Sep 5, 2024","Seed","fastn.ai/","Artificial Intelligence (AI), Information Technology, Software","Austin, Texas, United States",41091,"Fastn is the embedded integration infrastructure for SaaS–powering native, multi-tenant integrations with minimal engineering effort.","View on LinkedIn\",,"Response","https://fastn.ai/","https://www.linkedin.com/company/fastnai","Response","Qualified"
"MOONNOX","$2,000,000","Jun 24, 2025","Seed","www.moonnox.com","Information Services, Information Technology, Software","Chicago, Illinois, United States",41306,"MOONNOX, Inc. is a Technology company that resolves and simplifies the process of inquiries from your customers, partners, or employees.","View on LinkedIn\",,"Response","https://www.moonnox.com/","https://www.linkedin.com/company/moonnox","Response","Qualified"
"Impruvon Health","$2,414,996","Jan 28, 2025","Seed","impruvonhealth.com/","Health Care, Hospital, Non Profit","Manassas, Virginia, United States",41779,"Impruvon Health is a medical technology focused on revolutionizing medication management in long-term care facilities.","View on LinkedIn\",,"Response","https://www.impruvonhealth.com/","https://www.linkedin.com/company/impruvon-health","Response","Qualified"
"Spendr","$2,700,000","Feb 5, 2025","Seed","www.spendr.com","Banking, E-Commerce Platforms, Mobile Payments","Cincinnati, Ohio, United States",42092,"Spendr is a cannabis payments and rewards application.","View on LinkedIn\",,"Response","https://www.spendr.com/","https://linkedin.com/company/getspendr","Response","Qualified"
"Tusk","$2,000,000","Feb 11, 2025","Seed","www.tusklogistics.com","E-Commerce, Information Services, Logistics","Chicago, Illinois, United States",42362,"Tusk offers eCommerce, shipping, and logistics services to provide immediate access to broader coverage.","View on LinkedIn\",,"Response","https://usetusk.ai","https://www.linkedin.com/company/usetusk","Response","Qualified"
"Mattoboard","$2,000,000","Feb 11, 2025","Seed","mattoboard.com","Interior Design","Las Vegas, Nevada, United States",42496,"Mattoboard provides object-based 3D design tool for industries.","View on LinkedIn\",,"Response","https://mattoboard.com","https://www.linkedin.com/company/mattoboard","Response","Qualified"
"Colimit","$2,374,998","Sep 11, 2025","Seed","colimit.ai","Analytics, Software, Web Development","Brooklyn, New York, United States",42520,"Colimit is an AI driven SaaS company that offers a platform for root cause analysis in CI.","View on LinkedIn\",,"Response","https://colimit.ai","https://www.linkedin.com/company/colimit","Response","Qualified"
"FormlyAI","$2,000,000","Sep 11, 2025","Seed","www.formly.ai","Artificial Intelligence (AI), Medical Device, SaaS","Charleston, South Carolina, United States",42793,"FormlyAI is a specialized AI-powered software platform that simplifies and streamlines medical device certification and compliance.","View on LinkedIn\",,"Response","https://formly.ai","https://www.linkedin.com/company/formlyai","Response","Qualified"
"Anodet","$2,999,998","Jun 16, 2025","Seed","www.anodet.com/","Information Services, Information Technology, Internet","Hastings On Hudson, New York, United States",43025,"Anodet leverages existing cameras at real estate properties to analyze video footage in real time, detecting unusual events.","View on LinkedIn\",,"Response","https://anodet.com","https://www.linkedin.com/company/anodet-inc","Response","Qualified"
"Increase Alpha","$3,500,000","Oct 7, 2025","Seed","www.increasealpha.com","Consulting, Finance, Project Management","Mc Lean, Virginia, United States",43080,"Increase Alpha offers strategic financial consulting and data-driven decision-making services.","View on LinkedIn\",,"Response","https://www.increasealpha.com","https://www.linkedin.com/company/increase-alpha","Response","Qualified"
"Legal Karma","$3,020,000","Sep 6, 2024","Seed","www.legalkarma.io/","Legal, Legal Tech, Software","Austin, Texas, United States",43361,"Legal Karma is a developer of proprietary legal software designed to help clients make sense of their case and the legal process.","View on LinkedIn\",,"Response","https://legalkarma.io","https://www.linkedin.com/company/legalkarma","Response","Qualified"
"Quality Means Business","$2,000,000","Nov 12, 2025","Seed","qmbdevices.com","Biotechnology, Management Consulting, Medical Device, Pharmaceutical","Boston, Massachusetts, United States",43523,"Quality Means Business offers regulatory consulting for Medtech and Biotech, focusing on FDA submissions and Quality Systems.","View on LinkedIn\",,"Response","https://qmb.ai","https://www.linkedin.com/company/quality-means-business","Response","Qualified"
"Rilevera","$3,000,000","Oct 31, 2025","Seed","rilevera.com/","Cyber Security, Information Technology, Network Security, Security","Short Hills, New Jersey, United States",43968,"Rilevera provides a platform to automate the creation, testing, and management of cyberthreat detection rules.","View on LinkedIn\",,"Response","https://rilevera.com","https://www.linkedin.com/company/rilevera-inc","Response","Qualified"
"Porosity","$2,900,000","Feb 27, 2025","Seed","porosity.com/","Apps, Data Mining, Software, Task Management","New York, New York, United States",44132,"Porosity is an application software company that offers a platform to streamline operations management and data collection.","View on LinkedIn\",,"Response","https://porosity.com","https://www.linkedin.com/company/porosity-inc","Response","Qualified"
"Ednition","$3,499,995","Oct 28, 2024","Seed","www.ednition.com","Data Integration, EdTech, Education","Salt Lake City, Utah, United States",44210,"Ednition is a SaaS company that offers a rostering infrastructure and automation platform edtech companies.","View on LinkedIn\",,"Response","https://www.ednition.com","https://www.linkedin.com/company/ednition","Response","Qualified"
"Cavalry AI","$2,059,998","Aug 12, 2025","Seed","www.cavalry.ai","Artificial Intelligence (AI), E-Commerce Platforms, Retail Technology, Software","Seattle, Washington, United States",44503,"Cavalry AI offers AI-powered customer service automation for e-commerce, resolving issues instantly.","View on LinkedIn\",,"Response","https://cavalry.ai","https://www.linkedin.com/company/cavalryai","Response","Qualified"
"AlgoX2","$3,500,000","Oct 8, 2025","Seed","www.algox2.com","Big Data, Data Governance, Data Management, Data Storage","New York, New York, United States",44637,"AlgoX2 is an AI based data streaming platform delivering ultra-low latency, high throughput, and minimal footprint.","View on LinkedIn\",,"Response","https://www.algox2.com","https://www.linkedin.com/company/algox2","Response","Qualified"
"Optikka","$2,000,000","Oct 15, 2024","Seed","www.optikka.com","Artificial Intelligence (AI), Digital Media, Fashion, Generative AI, Graphic Design, Information Technology, Media and Entertainment, Sports","Boca Raton, Florida, United States",44864,"Optikka provides creative supply chain infrastructure, design-as-code engineering and proprietary agentic workflows","View on LinkedIn\",,"Response","https://www.optikka.com","https://www.linkedin.com/company/optikka","Response","Qualified"
"Tuna","$2,000,000","Oct 8, 2024","Seed","www.tuna.uy/","Payments, Software","Dover, Delaware, United States",45062,"Tuna is open source software that allows companies to easily integrate with many different payment providers.","View on LinkedIn\",,"Response","https://tuna.uy/","https://www.linkedin.com/company/tunapagamentos","Response","Qualified"
"Questis","$3,200,000","Feb 10, 2025","Seed","www.questis.co","Employee Benefits, Financial Services, FinTech, Human Resources, Personal Finance, SaaS, Software","Charleston, South Carolina, United States",45376,"Questis is the complete personal finance solution that empowers everyone in the employee benefits ecosystem.","View on LinkedIn\",,"Response","https://questis.co","https://www.linkedin.com/company/questisinc","Response","Qualified"
"Cerulean AI","$2,500,000","Oct 18, 2024","Seed","www.joincerulean.com","Artificial Intelligence (AI), Business Process Automation (BPA), Software","New York, New York, United States",45406,"Cerulean builds AI agents that take care of boring work so your people can do their best work.","View on LinkedIn\",,"Response","https://joincerulean.com","https://www.linkedin.com/company/joincerulean","Response","Qualified"
"Humanola","$2,444,999","Nov 24, 2025","Seed","www.humanola.com/","Machine Learning, Robotics, Training","Brooklyn, New York, United States",45534,"Humanola offers motion data infrastructure and remote teleoperation systems to train humanoid robots.","View on LinkedIn\",,"Response","https://www.humanola.com","https://www.linkedin.com/company/humanola","Response","Qualified"
"Qwerky AI","$2,000,000","Apr 15, 2025","Seed","qwerky.ai","Artificial Intelligence (AI), Generative AI, Software","Columbia, South Carolina, United States",45747,"QWERKY AI provides interactions that resemble authentic, organic dialogues, beyond the limitations of conventional AI.","View on LinkedIn\",,"Response","https://qwerky.ai","https://www.linkedin.com/company/qwerkyai","Response","Qualified"
"Fountain","$3,500,000","Sep 10, 2024","Seed","fountainplatform.com/","Finance, SaaS, Web3","New York, New York, United States",45949,"Fountain offers a wallet platform for teams and a unique podcast experience, operating within the finance industry.","View on LinkedIn\",,"Response","https://fountainplatform.com","https://linkedin.com/company/fountainplatform","Response","Qualified"
"PolicyEdge AI","$2,000,000","Nov 25, 2025","Seed","www.policyedgeai.com","Artificial Intelligence (AI), Compliance, Enterprise Software, GovTech, Risk Management, SaaS, Software","Gambrills, Maryland, United States",46294,"RegTech, Artificial Intelligence, Compliance Automation, SaaS, Government Technology","View on LinkedIn\",,"Response","https://policyedgeai.com","https://www.linkedin.com/company/policyedge","Response","Qualified"
"Thalorin","$2,500,000","May 1, 2025","Seed","thalorin.ai","Artificial Intelligence (AI), Compliance, Cyber Security, Enterprise Software, National Security, Software","Denver, Colorado, United States",46773,"Thalorin develops regulatory compliance management software solutions.","–",,"Response","https://thalorin.ai","https://www.linkedin.com/company/thalorin","Response","Qualified"
"Starseer","$2,000,000","Jul 23, 2025","Seed","www.starseer.ai","Artificial Intelligence (AI), Information Technology","Knoxville, Tennessee, United States",46793,"Starseer creates enterprise-ready technologies that ensure AI systems are transparent and secure.","View on LinkedIn\",,"Response","https://starseer.ai","https://www.linkedin.com/company/starseer","Response","Qualified"
"Sibe.io","$2,600,000","Sep 1, 2024","Seed","www.sibe.io","CAD, Mechanical Engineering, Software","Dover, Delaware, United States",47223,"Cloud-native PDM for teams using SolidWorks and other CAD tools. Share, review, and manage CAD data with zero setup, from any device.","View on LinkedIn\",,"Response","https://www.sibe.io/","https://www.linkedin.com/company/sibe-io","Response","Qualified"
"Platformr","$2,500,000","Aug 15, 2024","Seed","platformr.cloud/","Cloud Infrastructure, Cloud Management, Software","Bend, Oregon, United States",47315,"Platformr is an AWS CloudOps SaaS platform for migrating, building, and deploying technology solutions on AWS.","View on LinkedIn\",,"Response","https://platformr.cloud","https://linkedin.com/company/platformr","Response","Qualified"
"Agrippa","$2,000,000","Apr 29, 2025","Seed","www.agrippa.com/","Commercial Real Estate, Information Technology, Property Development, PropTech, Real Estate, Residential","Las Vegas, Nevada, United States",47562,"Agrippa is an AI-powered platform that strategically connects real estate Capital Seekers directly with Capital Providers.","View on LinkedIn\",,"Response","https://www.agrippa.com/","https://www.linkedin.com/company/agrippa-com","Response","Qualified"
"Subatomic","$2,500,000","Oct 8, 2025","Seed","www.getsubatomic.ai/","Artificial Intelligence (AI), Developer Tools, Productivity Tools, Software","Milwaukee, Wisconsin, United States",47781,"Subatomic is a software development frm offering AI Agents integrating existing workflows, collaboration, productivity, and team efficiency.","View on LinkedIn\",,"Response","https://www.getsubatomic.ai/","https://www.linkedin.com/company/subatomicai","Response","Qualified"
"Invary","$3,500,000","Feb 3, 2025","Seed","www.invary.com","Cyber Security, Network Security, Security","Lawrence, Kansas, United States",48339,"Invary specializes in runtime integrity solutions that ensure the security and confidentiality of systems using NSA-licensed technology.","View on LinkedIn\",,"Response","https://invary.com","https://linkedin.com/company/invary","Response","Qualified"
"AGYL AI","$2,000,005","Aug 20, 2025","Seed","www.agyl.ai/","Artificial Intelligence (AI), SaaS, Software","Nashville, Tennessee, United States",49291,"AGYL AI is a diverse AI firm that delivers cutting-edge results via unique software solutions.","View on LinkedIn\",,"Response","https://www.writerly.ai","https://www.linkedin.com/company/writerlyai","Response","Qualified"
"PolicyBound","$2,000,000","Jun 11, 2025","Seed","www.policybound.com/coming-soon","Commercial Insurance, Insurance","Philadelphia, Pennsylvania, United States",49439,"PolicyBound is an insurance platform designed to fuel agency growth.","View on LinkedIn\",,"Response","https://policybound.com","https://www.linkedin.com/company/policybound","Response","Qualified"
"Spice Labs","$3,000,000","Sep 30, 2025","Seed","www.spicelabs.io/","Information Technology, Mapping Services, Navigation","Somerville, Massachusetts, United States",49629,"Spice Labs surveys applications using cryptographic hashes to provide on-demand, comprehensive maps,","View on LinkedIn\",,"Response","https://www.spicelabs.io/","https://www.linkedin.com/company/spice-labs-inc","Response","Qualified"
"ThePayHub","$3,000,000","Jul 25, 2025","Seed","thepayhub.io/","B2B, Consumer Electronics, FinTech","Dearborn Heights, Michigan, United States",49848,"Wholesale B2B Tokenized Payments","View on LinkedIn\",,"Response","https://thepayhub.io","https://www.linkedin.com/company/the-pay-hub","Response","Qualified"
"Self Bill Pro","$2,604,900","Oct 14, 2025","Seed","www.selfbillpro.com/","Billing, Finance, Software","Ambler, Pennsylvania, United States",50018,"Self Bill Pro is an Insurance and Employee Benefit firm that makes sure to provide accurate, comprehensive, and timely self-bills.","View on LinkedIn\",,"Response","https://www.selfbillpro.com/","https://www.linkedin.com/company/self-bill-pro","Response","Qualified"
"Peer Data","$2,500,000","Dec 30, 2024","Seed","peerdata.tech","Database, Data Management, Financial Services, Information Services, Software","Englewood Cliffs, New Jersey, United States",50286,"Peer Data transforms data into assets.","View on LinkedIn\",,"Response","https://peerdata.tech","https://www.linkedin.com/company/peer-data","Response","Qualified"
"LogistiVIEW","$3,000,000","Apr 28, 2025","Seed","www.logistiview.com","Augmented Reality, Computer Vision, Information Technology, Machine Learning, Robotics, Software, Supply Chain Management, Transportation, Warehouse Automation, Warehousing","Cary, North Carolina, United States",50390,"LogistiVIEW is an execution platform that automates flow and execution of work in manufacturing, distribution, and retail operations with AI","View on LinkedIn\",,"Response","https://www.logistiview.com","https://www.linkedin.com/company/logistiview","Response","Qualified"
"Stardex","$2,100,000","Jan 1, 2025","Seed","www.stardex.com","Artificial Intelligence (AI), Recruiting, SaaS","New York, New York, United States",50573,"AI native ATS & CRM for recruiting firms","View on LinkedIn\",,"Response","https://stardex.com","https://linkedin.com/company/stardexhq","Response","Qualified"
"VetVerifi","$2,800,000","Feb 18, 2025","Seed","www.vetverifi.com/","Pet, Software","Nashville, Tennessee, United States",50928,"VetVerifi develops software to better connect the pet care economy and improve health record portability for pets.","View on LinkedIn\",,"Response","https://www.vetverifi.com","https://www.linkedin.com/company/vetverifi","Response","Qualified"
"Seniorverse","$2,100,000","May 19, 2025","Seed","seniorverse.com/","Elder Care, Health Care, SaaS","Austin, Texas, United States",51285,"Innovative software designed to empower adult daycare operators and elevate the standard of senior care.","View on LinkedIn\",,"Response","https://seniorverse.com","https://www.linkedin.com/company/seniorverse","Response","Qualified"
"Arrellio","$3,500,000","Aug 1, 2025","Seed","arrellio.com","Apps, Health Care, Software","Columbus, Ohio, United States",51409,"Arrellio offers a contact lens operating system for optometry practices to boost revenue and streamline operations.","View on LinkedIn\",,"Response","https://arrellio.com","https://www.linkedin.com/company/arrellio","Response","Qualified"
"Awarded Software","$3,030,000","Oct 22, 2024","Seed","www.awardedsoftware.com","Education, Software, Software Engineering","New York, New York, United States",53224,"Awarded Software develops software to streamline scholarship management for educational institutions.","View on LinkedIn\",,"Response","https://www.awardedsoftware.com/","https://www.linkedin.com/company/awardedsoftware","Response","Qualified"
"Energy Hire","$3,000,500","Aug 12, 2025","Seed","www.energyhire.com/","Employment, Human Resources, Recruiting, SaaS","Fort Worth, Texas, United States",53370,"Energy Hire is a HR tech company that offers offers a platform to connects professionals with jobs in the nergy sector.","View on LinkedIn\",,"Response","https://www.energyhire.com","https://www.linkedin.com/company/energy-hirellc","Response","Qualified"
"Lena Health","$2,000,000","Apr 22, 2025","Seed","www.lena.io/","Artificial Intelligence (AI), Health Care","Houston, Texas, United States",53974,"Lena Health is an AI augmented text based Health Assistant for patients.","View on LinkedIn\",,"Response","https://lena.io","https://www.linkedin.com/company/lenahealth","Response","Qualified"
"Connective Health","$2,067,500","Oct 9, 2024","Seed","connectivehealth.io","Electronic Health Record (EHR), Health Care","Boston, Massachusetts, United States",54526,"Connective Health provides a clinical-grade summary along with real-time insights for every patient in the EHR.","View on LinkedIn\",,"Response","https://connectivehealth.io","https://www.linkedin.com/company/connective-health","Response","Qualified"
"Sublynk","$3,074,997","Jun 27, 2025","Seed","www.sublynk.com/","Business Development, SaaS, Software","Louisville, Colorado, United States",55026,"Sublynk is a SaaS company that offers a platform for restoration companies to onboard and credential their network members.","View on LinkedIn\",,"Response","https://www.sublynk.com/","https://www.linkedin.com/company/sublynk","Response","Qualified"
"PR Monkey","$3,000,000","Dec 9, 2024","Seed","www.prmonkey.com","Cloud Data Services, Email, SaaS","Chestnut Hill, Massachusetts, United States",55961,"A public relations software that allows users to stand out in a sea of pitches and drive earned media with ease.","View on LinkedIn\",,"Response","https://prmonkey.com","https://www.linkedin.com/company/pr-monkey","Response","Qualified"
"MIDL","$2,400,000","Jul 30, 2025","Seed","midl.xyz/","Blockchain, Cryptocurrency, Financial Services","Dover, Delaware, United States",56422,"MIDL is a digital finance company that offers EVM compatibility, functionality of Ethereum dApps to Bitcoin users.","View on LinkedIn\",,"Response","https://midl.xyz/","https://www.linkedin.com/company/midlxyz","Response","Qualified"
"Visto360.ai","$2,899,996","Aug 26, 2025","Seed","www.visto360.ai/","Artificial Intelligence (AI), Automotive, Generative AI, Machine Learning, Software","Ann Arbor, Michigan, United States",56597,"Visto360.ai is a Generative AI technology revolutionizing maintenance and repair.","View on LinkedIn\",,"Response","https://www.visto360.ai","https://www.linkedin.com/company/visto360","Response","Qualified"
"ReferPro","$2,700,000","Sep 19, 2024","Seed","www.getrefer.pro/","Marketing, Marketplace, Software","Lehi, Utah, United States",57406,"ReferPro is a software company that offers new leads and referrals through referral campaigns, influencer marketplace, and inbound leads.","View on LinkedIn\",,"Response","https://www.referpro.com","https://www.linkedin.com/company/refer-pro","Response","Qualified"
"Curamatic","$3,000,000","Aug 12, 2024","Seed","www.curamatic.com/","Analytics, Artificial Intelligence (AI), Data Management, Health Care, Risk Management, Software","New York, New York, United States",58161,"Curamatic develops software that provides tools for comprehensive population health management.","View on LinkedIn\",,"Response","https://curamatic.com","https://www.linkedin.com/company/curamatic","Response","Qualified"
"CorePilot","$2,999,999","Oct 12, 2024","Seed","corepilotcloud.com/","Aerospace, Marketplace, SaaS, Software","Miami, Florida, United States",58895,"CorePilot is a software company that offers a platform for aviation aftermarket services.","View on LinkedIn\",,"Response","https://corepilotcloud.com","https://www.linkedin.com/company/corepilot","Response","Qualified"
"Freeze","$2,600,000","Jan 30, 2025","Seed","freeze.com/","Cyber Security, Privacy","Boston, Massachusetts, United States",58907,"Freeze is a proactive security technique that prevents assaults by denying hackers the necessary information.","View on LinkedIn\",,"Response","https://freeze.com","https://linkedin.com/company/freeze","Response","Qualified"
"Official AI","$2,000,000","Feb 10, 2025","Seed","www.theofficial.ai/","Artificial Intelligence (AI), Collaboration, Information Technology","Seattle, Washington, United States",59680,"B2B Marketplace for the licensing of publicity rights","View on LinkedIn\",,"Response","https://theofficial.ai","https://www.linkedin.com/company/official-ai","Response","Qualified"
"Mercately","$2,600,000","Aug 27, 2024","Seed","www.mercately.com","Communications Infrastructure, Internet, Marketing, Marketing Automation, Software","Miami, Florida, United States",59708,"Mercately increases a company's sales through an ecommerce ecosystem, built for messaging applications.","View on LinkedIn\",,"Response","https://mercately.com","https://www.linkedin.com/company/mercately","Response","Qualified"
"Henry Capital","$3,500,000","May 29, 2025","Seed","www.henrycap.com","–","New York, New York, United States",60456,"Henry Capital is a specialized liquidity provider focused on serving private equity (PE) investors and professionals.","View on LinkedIn\",,"Response","https://www.henrycap.com","https://www.linkedin.com/company/henry-capital","Response","Qualified"
"SalesDraft","$3,000,000","Aug 18, 2025","Seed","salesdraft.io","Artificial Intelligence (AI), Employment, Recruiting","Lindon, Utah, United States",61202,"SalesDraft is an AI sales recruiting platform that automates the recruiting process.","View on LinkedIn\",,"Response","https://salesdraft.io","https://www.linkedin.com/company/saledraft","Response","Qualified"
"ZioSec","$2,100,000","Jul 19, 2025","Seed","ziosec.com","–","Boulder, Colorado, United States",61407,"ZioSec develops Zio, an ethical AI hacker designed to assist cybersecurity professionals in securing web apps and critical infrastructure.","View on LinkedIn\",,"Response","https://ziosec.com","https://www.linkedin.com/company/ziosec","Response","Qualified"
"VedaPointe","$2,700,000","Oct 15, 2024","Seed","vedapointe.com/","Database, Health Care, Information Technology","St Louis, Missouri, United States",61482,"VedaPointe provides strategic expertise, incubation assistance, and technical services for clinical and administrative healthcare data.","View on LinkedIn\",,"Response","https://vedapointe.com","https://www.linkedin.com/company/vedapointe","Response","Qualified"
"Scripto","$2,000,000","Sep 1, 2024","Seed","scripto.live/","Content Creators, Film, Software, TV, Video, Video Games","New York, New York, United States",61914,"Scripto is a collaborative scriptwriting and production data platform.","View on LinkedIn\",,"Response","https://scripto.live","https://www.linkedin.com/company/scriptolive","Response","Qualified"
"Causify","$2,200,000","Sep 17, 2025","Seed","www.causify.ai","Information Technology, Internet","Washington, District of Columbia, United States",61916,"Causify uses cutting-edge Causal AI to enable businesses to make better, quicker decisions that generate business value.","View on LinkedIn\",,"Response","https://causify.ai","https://www.linkedin.com/company/causify-ai","Response","Qualified"
"Equipt","$3,200,000","Mar 18, 2025","Seed","equip-t.com","E-Commerce, Industrial, Software","The Woodlands, Texas, United States",62147,"Equipt is a B2B value chain management platform that specializes in asset purchase and rentals, as well as product procurement and sales.","View on LinkedIn\",,"Response","https://equipt.ai","https://www.linkedin.com/company/equip-t","Response","Qualified"
"Cauridor","$3,500,000","Jan 29, 2025","Seed","www.cauridor.com","Financial Services","Lewes, Delaware, United States",62164,"Cauridor is a Financial Services company.","View on LinkedIn\",,"Response","https://www.cauridor.com/","https://www.linkedin.com/company/cauridor","Response","Qualified"
"Rhodium","$2,000,000","Feb 13, 2025","Seed","rhodiumsoftware.com/","Beauty, SaaS, Wellness","Redmond, Washington, United States",62630,"Rhodium is a SaaS company that offers B2B, B2C and DTC tools for medical spas and beauty wellness companies for customer interaction.","View on LinkedIn\",,"Response","https://rhodiumsoftware.com","https://www.linkedin.com/company/rhodium-software","Response","Qualified"
"Landlord Tech","$3,500,000","Sep 29, 2025","Seed","landlordtech.com/","Real Estate, Residential, SaaS","Boise, Idaho, United States",63406,"Landlord tech is a SaaS software provider of property tech focused to help property owners to manage their business.","View on LinkedIn\",,"Response","https://landlordtech.com/","https://www.linkedin.com/company/landlordtech","Response","Qualified"
"MutualMarkets","$2,436,537","Oct 1, 2024","Seed","www.mutualmarkets.ai","Advertising, Advertising Platforms, Artificial Intelligence (AI), Machine Learning, Marketing Automation","Franklin Lakes, New Jersey, United States",63582,"MutualMarkets is a global marketplace enabling brands and content owners to create co-market ads powered by AI.","View on LinkedIn\",,"Response","https://www.mutualmarkets.ai/","https://www.linkedin.com/company/mutualmarkets","Response","Qualified"
"Intelibly","$2,233,875","Oct 30, 2024","Seed","intelibly.com/","Data Management, Health Care, SaaS, Software","San Antonio, Texas, United States",63951,"Intelibly is a SaaS healthtech company that offers a data platform to connect patients with trusted healthcare providers.","View on LinkedIn\",,"Response","https://www.intelibly.com/","https://www.linkedin.com/company/intelibly","Response","Qualified"
"Cohora","$2,500,000","Sep 10, 2024","Seed","www.cohora.com","Cosmetics, Fashion, Marketing, Travel","Boston, Massachusetts, United States",65296,"Cohora is a customer activation and engagement platform.","View on LinkedIn\",,"Response","https://www.cohora.com","https://www.linkedin.com/company/cohora","Response","Qualified"
"CloudQix","$3,000,000","Apr 9, 2025","Seed","cloudqix.com","Cloud Data Services, Data Management, Information Technology","Baltimore, Maryland, United States",65392,"CloudQix is a platform for optimising corporate operations using intelligent API connectivity.","View on LinkedIn\",,"Response","https://cloudqix.com","https://www.linkedin.com/company/cloudqix","Response","Qualified"
"SurePass","$2,553,333","Dec 23, 2024","Seed","surepass.com/","Identity Management, Software, Software Engineering","Denver, Colorado, United States",65656,"SurePass provides a secure and efficient way to verify personnel identities using mobile credentials and real-time verification.","View on LinkedIn\",,"Response","https://surepass.com","https://www.linkedin.com/company/surepass-id","Response","Qualified"
"Class 3 Technologies","$3,500,000","Oct 1, 2025","Seed","www.class3technologies.com","–","New York, New York, United States",66089,"Class 3 Technologies uses a private modelling platform that updates environmental risk information and solutions.","View on LinkedIn\",,"Response","https://www.class3technologies.com/","https://www.linkedin.com/company/class-3","Response","Qualified"
"Upkid","$3,300,000","Oct 10, 2024","Seed","www.upkid.com","Child Care, Children, Marketplace","Eagle Mountain, Utah, United States",66287,"Upkid is a marketplace of on-demand childcare teachers to better staff daycares and preschools.","View on LinkedIn\",,"Response","https://upkid.com","https://www.linkedin.com/company/upkid","Response","Qualified"
"SCOREalytics","$3,000,000","Sep 5, 2025","Seed","scorealytics.com","–","Park City, Utah, United States",66295,"SCOREalytics is a platform developed for managing complexity.","View on LinkedIn\",,"Response","https://scorealytics.com","https://www.linkedin.com/company/scorealytics-inc","Response","Qualified"
"Reteta","$2,000,000","Oct 2, 2024","Seed","www.reteta.com","Artificial Intelligence (AI), Health Care","Cranbury, New Jersey, United States",66978,"Reteta is transforming healthcare documentation with its advanced Ambient AI, enabling clinicians to focus more on patient care.","View on LinkedIn\",,"Response","https://reteta.com","https://www.linkedin.com/company/reteta","Response","Qualified"
"Turn.io","$3,150,000","Apr 1, 2025","Seed","www.turn.io/","Education, Health Care, Messaging","Denver, Colorado, United States",67141,"Turn.io is a chat platform to build services that improve millions of lives","View on LinkedIn\",,"Response","https://www.turn.io/","https://www.linkedin.com/company/turn-io","Response","Qualified"
"Gaia K-12","$2,500,000","Feb 4, 2025","Seed","www.gaiak12.com","Analytics, Apps, Information Technology, Nutrition, Software","Brooklyn, New York, United States",68083,"Gaia K-12 offers school nutrition tech to streamline meal management and compliance.","View on LinkedIn\",,"Response","https://www.gaiak12.com","https://www.linkedin.com/company/gaiak12","Response","Qualified"
"Centerseat.ai","$2,700,000","Feb 5, 2025","Seed","www.centerseat.ai/","Artificial Intelligence (AI), Information Technology, Internet, Physical Security","Austin, Texas, United States",69028,"Centerseat.ai is a tech company that aims to revolutionize physical security compliance with AI-driven ecosystems.","View on LinkedIn\",,"Response","https://centerseat.ai","https://www.linkedin.com/company/centerseat-ai","Response","Qualified"
